"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","34440182660","Alvarez Cabello, Sara","25/03/1997","Guerrero Barrera, Judith","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Bravo Montero, Abril","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Abril Bravo Montero","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","95073795380","Castillo Pla, Elena","22/12/1991","Marti Marquez, Nil","+34 XXXXXXX","+34 XXXXXXX","elena@mailintaor.com","Cardenas Tomas, Eva","+34 XXXXZZZZ","+34 XXXXLLL","nil@mailintaor.com","c/ de l'aviador Eva Cardenas Tomas","L'Armentera","Albanyà","elena@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","56035858704","Alcaraz Fuentes, Laia","30/07/1999","Bonet Coll, Naiara","+34 XXXXXXX","+34 XXXXXXX","laia@mailintaor.com","Herrero Cuevas, Nerea","+34 XXXXZZZZ","+34 XXXXLLL","naiara@mailintaor.com","c/ de l'aviador Nerea Herrero Cuevas","L'Armentera","Albanyà","laia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","97773828534","Gracia Casado, Miguel","20/07/1994","Martos Santiago, Eva","+34 XXXXXXX","+34 XXXXXXX","miguel@mailintaor.com","Alba Exposito, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Lucía Alba Exposito","L'Armentera","Albanyà","miguel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","82233073374","Llorens Carrillo, Oriol","12/04/1994","Rius Heredia, Samuel","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Abad Vicente, Adam","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Adam Abad Vicente","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","90763949080","Rivas Rivera, Iris","23/09/1996","Leon Crespo, Lucas","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Bautista Beltran, Pau","+34 XXXXZZZZ","+34 XXXXLLL","lucas@mailintaor.com","c/ de l'aviador Pau Bautista Beltran","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","64348706938","Roldan Sans, Blanca","16/06/1993","Figueras Lazaro, Queralt","+34 XXXXXXX","+34 XXXXXXX","blanca@mailintaor.com","Rivas Gonzalez, Clara","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Clara Rivas Gonzalez","L'Armentera","Albanyà","blanca@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","42816376645","Ribera Segura, Valentina","10/11/1992","Vera Guerrero, Mohamed","+34 XXXXXXX","+34 XXXXXXX","valentina@mailintaor.com","Nieto Arias, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Daniel Nieto Arias","L'Armentera","Albanyà","valentina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","65225659956","Ordoñez Valencia, Irene","17/06/1997","Blanch Amaya, Noa","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Diaz Villanueva, Erik","+34 XXXXZZZZ","+34 XXXXLLL","noa@mailintaor.com","c/ de l'aviador Erik Diaz Villanueva","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","88773437079","Miralles Leon, Nil","25/10/1996","Guerrero Castillo, Sergi","+34 XXXXXXX","+34 XXXXXXX","nil@mailintaor.com","Capdevila Soriano, Roc","+34 XXXXZZZZ","+34 XXXXLLL","sergi@mailintaor.com","c/ de l'aviador Roc Capdevila Soriano","L'Armentera","Albanyà","nil@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","34420836251","Castro Casals, Adam","30/01/1995","Vazquez Arenas, Sergio","+34 XXXXXXX","+34 XXXXXXX","adam@mailintaor.com","Navas Llorens, Álvaro","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Álvaro Navas Llorens","L'Armentera","Albanyà","adam@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","60929379101","Blanch Galindo, Marcos","24/08/1999","Serra Benitez, Marta","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Saez Rosell, Laura","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Laura Saez Rosell","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","14201567532","Castillo Ruiz, Marc","16/08/1998","Gallardo Cuevas, Nerea","+34 XXXXXXX","+34 XXXXXXX","marc@mailintaor.com","Pons Pardo, Aitor","+34 XXXXZZZZ","+34 XXXXLLL","nerea@mailintaor.com","c/ de l'aviador Aitor Pons Pardo","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","26121140755","Valls Contreras, Ana","23/06/1999","Vazquez Blanco, Gerard","+34 XXXXXXX","+34 XXXXXXX","ana@mailintaor.com","Arenas Blanco, Pablo","+34 XXXXZZZZ","+34 XXXXLLL","gerard@mailintaor.com","c/ de l'aviador Pablo Arenas Blanco","L'Armentera","Albanyà","ana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
